archetype,memory_mb,image_size_mb,invocation_frequency_numeric,traffic_cv,duration_tier_numeric,lambda_cost,fargate_cost,cost_diff,lambda_cheaper
batch-transform,512,50,100000,2.0,2000,0.005452,0.037028,-0.031576,1
batch-transform,512,50,100000,2.0,5000,0.005331,0.037028,-0.031696999999999996,1
batch-transform,512,50,100000,4.0,500,0.005231,0.037028,-0.031797,1
batch-transform,512,50,100000,4.0,2000,0.005529,0.037028,-0.031499,1
batch-transform,512,50,100000,4.0,5000,0.005495,0.037028,-0.031533,1
batch-transform,512,250,1000,0.5,500,9.5e-05,0.037028,-0.036933,1
batch-transform,512,250,1000,0.5,2000,9.6e-05,0.037028,-0.036932,1
batch-transform,512,250,1000,0.5,5000,0.0001,0.037028,-0.036927999999999996,1
batch-transform,512,250,1000,2.0,500,0.000168,0.037028,-0.03686,1
batch-transform,512,250,1000,2.0,2000,0.000186,0.037028,-0.036842,1
batch-transform,512,250,1000,2.0,5000,0.000164,0.037028,-0.036864,1
batch-transform,512,250,1000,4.0,500,0.000184,0.037028,-0.036844,1
batch-transform,512,250,1000,4.0,2000,0.000141,0.037028,-0.036886999999999996,1
batch-transform,512,250,1000,4.0,5000,0.000162,0.037028,-0.036865999999999996,1
batch-transform,512,250,10000,0.5,500,0.000617,0.037028,-0.036411,1
batch-transform,512,250,10000,0.5,2000,0.000604,0.037028,-0.036424,1
batch-transform,512,250,10000,0.5,5000,0.000608,0.037028,-0.03642,1
batch-transform,512,250,10000,2.0,500,0.000544,0.037028,-0.036483999999999996,1
batch-transform,512,250,10000,2.0,2000,0.000621,0.037028,-0.036406999999999995,1
batch-transform,512,250,10000,2.0,5000,0.000629,0.037028,-0.036399,1
batch-transform,512,250,10000,4.0,500,0.000871,0.037028,-0.036157,1
batch-transform,512,250,10000,4.0,2000,0.000674,0.037028,-0.036354,1
batch-transform,512,250,10000,4.0,5000,0.00061,0.037028,-0.036418,1
batch-transform,512,250,50000,0.5,500,0.002807,0.037028,-0.034221,1
batch-transform,512,250,50000,0.5,2000,0.002764,0.037028,-0.034263999999999996,1
batch-transform,512,250,50000,0.5,5000,0.002712,0.037028,-0.034316,1
batch-transform,512,250,50000,2.0,500,0.002948,0.037028,-0.03408,1
batch-transform,512,250,50000,2.0,2000,0.002784,0.037028,-0.034244,1
batch-transform,512,250,50000,2.0,5000,0.002725,0.037028,-0.034303,1
batch-transform,512,250,50000,4.0,500,0.002603,0.037028,-0.034425,1
batch-transform,512,250,50000,4.0,2000,0.002943,0.037028,-0.034085,1
batch-transform,512,250,50000,4.0,5000,0.002694,0.037028,-0.034333999999999996,1
batch-transform,512,250,100000,0.5,500,0.005416,0.037028,-0.031612,1
batch-transform,512,250,100000,0.5,2000,0.005515,0.037028,-0.031513,1
batch-transform,512,250,100000,0.5,5000,0.00553,0.037028,-0.031498,1
batch-transform,512,250,100000,2.0,500,0.005475,0.037028,-0.031553,1
batch-transform,512,250,100000,2.0,2000,0.005236,0.037028,-0.031792,1
batch-transform,512,250,100000,2.0,5000,0.005034,0.037028,-0.031993999999999995,1
batch-transform,512,250,100000,4.0,500,0.005764,0.037028,-0.031264,1
batch-transform,512,250,100000,4.0,2000,0.005363,0.037028,-0.031665,1
batch-transform,512,250,100000,4.0,5000,0.00511,0.037028,-0.031918,1
batch-transform,2048,50,1000,0.5,500,0.000288,0.14811,-0.14782199999999998,1
batch-transform,2048,50,1000,0.5,2000,0.000324,0.14811,-0.147786,1
batch-transform,2048,50,1000,0.5,5000,0.000364,0.14811,-0.147746,1
batch-transform,2048,50,1000,2.0,500,0.000521,0.14811,-0.147589,1
batch-transform,2048,50,1000,2.0,2000,0.000535,0.14811,-0.14757499999999998,1
batch-transform,2048,50,1000,2.0,5000,0.000624,0.14811,-0.14748599999999998,1
batch-transform,2048,50,1000,4.0,500,0.000695,0.14811,-0.147415,1
batch-transform,2048,50,1000,4.0,2000,0.000435,0.14811,-0.147675,1
batch-transform,2048,50,1000,4.0,5000,0.00063,0.14811,-0.14748,1
batch-transform,2048,50,10000,0.5,500,0.001744,0.14811,-0.146366,1
batch-transform,2048,50,10000,0.5,2000,0.001784,0.14811,-0.14632599999999998,1
batch-transform,2048,50,10000,0.5,5000,0.001839,0.14811,-0.14627099999999998,1
batch-transform,2048,50,10000,2.0,500,0.001979,0.14811,-0.14613099999999998,1
batch-transform,2048,50,10000,2.0,2000,0.001719,0.14811,-0.146391,1
batch-transform,2048,50,10000,2.0,5000,0.001866,0.14811,-0.14624399999999999,1
batch-transform,2048,50,10000,4.0,500,0.001481,0.14811,-0.14662899999999998,1
batch-transform,2048,50,10000,4.0,2000,0.001679,0.14811,-0.14643099999999998,1
batch-transform,2048,50,10000,4.0,5000,0.00195,0.14811,-0.14615999999999998,1
batch-transform,2048,50,50000,0.5,500,0.007963,0.14811,-0.140147,1
batch-transform,2048,50,50000,0.5,2000,0.008048,0.14811,-0.140062,1
batch-transform,2048,50,50000,0.5,5000,0.008194,0.14811,-0.13991599999999998,1
batch-transform,2048,50,50000,2.0,500,0.008367,0.14811,-0.139743,1
batch-transform,2048,50,50000,2.0,2000,0.007989,0.14811,-0.140121,1
batch-transform,2048,50,50000,2.0,5000,0.008194,0.14811,-0.13991599999999998,1
batch-transform,2048,50,50000,4.0,500,0.007322,0.14811,-0.140788,1
batch-transform,2048,50,50000,4.0,2000,0.007567,0.14811,-0.140543,1
batch-transform,2048,50,50000,4.0,5000,0.008611,0.14811,-0.13949899999999998,1
batch-transform,2048,50,100000,0.5,500,0.015757,0.14811,-0.132353,1
batch-transform,2048,50,100000,0.5,2000,0.015917,0.14811,-0.132193,1
batch-transform,2048,50,100000,0.5,5000,0.015884,0.14811,-0.13222599999999998,1
batch-transform,2048,50,100000,2.0,500,0.016063,0.14811,-0.132047,1
batch-transform,2048,50,100000,2.0,2000,0.015528,0.14811,-0.13258199999999998,1
batch-transform,2048,50,100000,2.0,5000,0.015829,0.14811,-0.13228099999999998,1
batch-transform,2048,50,100000,4.0,500,0.01543,0.14811,-0.13268,1
batch-transform,2048,50,100000,4.0,2000,0.015015,0.14811,-0.133095,1
batch-transform,2048,50,100000,4.0,5000,0.016257,0.14811,-0.131853,1
batch-transform,2048,250,1000,0.5,500,0.000319,0.14811,-0.14779099999999998,1
batch-transform,2048,250,1000,0.5,2000,0.000293,0.14811,-0.147817,1
batch-transform,2048,250,1000,0.5,5000,0.000316,0.14811,-0.14779399999999998,1
batch-transform,2048,250,1000,2.0,500,0.000678,0.14811,-0.14743199999999998,1
batch-transform,2048,250,1000,2.0,2000,0.000585,0.14811,-0.147525,1
batch-transform,2048,250,1000,2.0,5000,0.000635,0.14811,-0.147475,1
batch-transform,2048,250,1000,4.0,500,0.000576,0.14811,-0.147534,1
batch-transform,2048,250,1000,4.0,2000,0.000522,0.14811,-0.147588,1
batch-transform,2048,250,1000,4.0,5000,0.000249,0.14811,-0.147861,1
batch-transform,2048,250,10000,0.5,500,0.001769,0.14811,-0.146341,1
batch-transform,2048,250,10000,0.5,2000,0.001782,0.14811,-0.14632799999999999,1
batch-transform,2048,250,10000,0.5,5000,0.001801,0.14811,-0.146309,1
batch-transform,2048,250,10000,2.0,500,0.00172,0.14811,-0.14639,1
batch-transform,2048,250,10000,2.0,2000,0.00171,0.14811,-0.1464,1
batch-transform,2048,250,10000,2.0,5000,0.001693,0.14811,-0.146417,1
batch-transform,2048,250,10000,4.0,500,0.001645,0.14811,-0.14646499999999998,1
batch-transform,2048,250,10000,4.0,2000,0.002558,0.14811,-0.145552,1
batch-transform,2048,250,10000,4.0,5000,0.001989,0.14811,-0.146121,1
batch-transform,2048,250,50000,0.5,500,0.008065,0.14811,-0.140045,1
batch-transform,2048,250,50000,0.5,2000,0.007955,0.14811,-0.140155,1
batch-transform,2048,250,50000,0.5,5000,0.008045,0.14811,-0.140065,1
batch-transform,2048,250,50000,2.0,500,0.007763,0.14811,-0.140347,1
batch-transform,2048,250,50000,2.0,2000,0.008156,0.14811,-0.139954,1
batch-transform,2048,250,50000,2.0,5000,0.008365,0.14811,-0.13974499999999998,1
batch-transform,2048,250,50000,4.0,500,0.007506,0.14811,-0.14060399999999998,1
batch-transform,2048,250,50000,4.0,2000,0.007494,0.14811,-0.140616,1
batch-transform,2048,250,50000,4.0,5000,0.007901,0.14811,-0.140209,1
batch-transform,2048,250,100000,0.5,500,0.015774,0.14811,-0.13233599999999998,1
batch-transform,2048,250,100000,0.5,2000,0.015849,0.14811,-0.132261,1
batch-transform,2048,250,100000,0.5,5000,0.015957,0.14811,-0.132153,1
batch-transform,2048,250,100000,2.0,500,0.016365,0.14811,-0.131745,1
batch-transform,2048,250,100000,2.0,2000,0.016842,0.14811,-0.131268,1
batch-transform,2048,250,100000,2.0,5000,0.015876,0.14811,-0.132234,1
batch-transform,2048,250,100000,4.0,500,0.01584,0.14811,-0.13227,1
batch-transform,2048,250,100000,4.0,2000,0.0177,0.14811,-0.13041,1
batch-transform,2048,250,100000,4.0,5000,0.015751,0.14811,-0.132359,1
enterprise-microservice,512,50,1000,0.5,500,5.5e-05,0.037028,-0.036973,1
enterprise-microservice,512,50,1000,0.5,2000,5.1e-05,0.037028,-0.036976999999999996,1
enterprise-microservice,512,50,1000,0.5,5000,5.1e-05,0.037028,-0.036976999999999996,1
enterprise-microservice,512,50,1000,2.0,500,8.6e-05,0.037028,-0.036941999999999996,1
enterprise-microservice,512,50,1000,2.0,2000,9e-05,0.037028,-0.036938,1
enterprise-microservice,512,50,1000,2.0,5000,9.3e-05,0.037028,-0.036934999999999996,1
enterprise-microservice,512,50,1000,4.0,500,0.000111,0.037028,-0.036917,1
enterprise-microservice,512,50,1000,4.0,2000,9.2e-05,0.037028,-0.036936,1
enterprise-microservice,512,50,1000,4.0,5000,8.3e-05,0.037028,-0.036945,1
enterprise-microservice,512,50,10000,0.5,500,0.000351,0.037028,-0.036677,1
enterprise-microservice,512,50,10000,0.5,2000,0.000351,0.037028,-0.036677,1
enterprise-microservice,512,50,10000,0.5,5000,0.000352,0.037028,-0.036676,1
enterprise-microservice,512,50,10000,2.0,500,0.000333,0.037028,-0.036695,1
enterprise-microservice,512,50,10000,2.0,2000,0.000341,0.037028,-0.036687,1
enterprise-microservice,512,50,10000,2.0,5000,0.000332,0.037028,-0.036696,1
enterprise-microservice,512,50,10000,4.0,500,0.000385,0.037028,-0.036642999999999995,1
enterprise-microservice,512,50,10000,4.0,2000,0.000419,0.037028,-0.036608999999999996,1
enterprise-microservice,512,50,10000,4.0,5000,0.000426,0.037028,-0.036601999999999996,1
enterprise-microservice,512,50,50000,0.5,500,0.001567,0.037028,-0.035461,1
enterprise-microservice,512,50,50000,0.5,2000,0.001539,0.037028,-0.035489,1
enterprise-microservice,512,50,50000,0.5,5000,0.001566,0.037028,-0.035462,1
enterprise-microservice,512,50,50000,2.0,500,0.001667,0.037028,-0.035361,1
enterprise-microservice,512,50,50000,2.0,2000,0.001515,0.037028,-0.035512999999999996,1
enterprise-microservice,512,50,50000,2.0,5000,0.001659,0.037028,-0.035369,1
enterprise-microservice,512,50,50000,4.0,500,0.001662,0.037028,-0.035366,1
enterprise-microservice,512,50,50000,4.0,2000,0.001556,0.037028,-0.035472,1
enterprise-microservice,512,50,50000,4.0,5000,0.001507,0.037028,-0.035521,1
enterprise-microservice,512,50,100000,0.5,500,0.003129,0.037028,-0.033899,1
enterprise-microservice,512,50,100000,0.5,2000,0.003096,0.037028,-0.033932,1
enterprise-microservice,512,50,100000,0.5,5000,0.003145,0.037028,-0.033882999999999996,1
enterprise-microservice,512,50,100000,2.0,500,0.003086,0.037028,-0.033942,1
enterprise-microservice,512,50,100000,2.0,2000,0.003005,0.037028,-0.034023,1
enterprise-microservice,512,50,100000,2.0,5000,0.003189,0.037028,-0.033839,1
enterprise-microservice,512,50,100000,4.0,500,0.002664,0.037028,-0.034364,1
enterprise-microservice,512,50,100000,4.0,2000,0.00317,0.037028,-0.033858,1
enterprise-microservice,512,50,100000,4.0,5000,0.003489,0.037028,-0.033539,1
enterprise-microservice,2048,250,1000,0.5,500,0.000175,0.14811,-0.14793499999999998,1
enterprise-microservice,2048,250,1000,0.5,2000,0.00015,0.14811,-0.14795999999999998,1
enterprise-microservice,2048,250,1000,0.5,5000,0.000165,0.14811,-0.147945,1
enterprise-microservice,2048,250,1000,2.0,500,0.000254,0.14811,-0.147856,1
enterprise-microservice,2048,250,1000,2.0,2000,0.000294,0.14811,-0.147816,1
enterprise-microservice,2048,250,1000,2.0,5000,0.000299,0.14811,-0.147811,1
enterprise-microservice,2048,250,1000,4.0,500,0.000461,0.14811,-0.147649,1
enterprise-microservice,2048,250,1000,4.0,2000,0.000398,0.14811,-0.14771199999999998,1
enterprise-microservice,2048,250,1000,4.0,5000,0.000378,0.14811,-0.147732,1
enterprise-microservice,2048,250,10000,0.5,500,0.001058,0.14811,-0.147052,1
enterprise-microservice,2048,250,10000,0.5,2000,0.001043,0.14811,-0.147067,1
enterprise-microservice,2048,250,10000,0.5,5000,0.001049,0.14811,-0.147061,1
enterprise-microservice,2048,250,10000,2.0,500,0.001018,0.14811,-0.147092,1
enterprise-microservice,2048,250,10000,2.0,2000,0.000974,0.14811,-0.147136,1
enterprise-microservice,2048,250,10000,2.0,5000,0.001155,0.14811,-0.146955,1
enterprise-microservice,2048,250,10000,4.0,500,0.000961,0.14811,-0.147149,1
enterprise-microservice,2048,250,10000,4.0,2000,0.000877,0.14811,-0.147233,1
enterprise-microservice,2048,250,10000,4.0,5000,0.001147,0.14811,-0.14696299999999998,1
enterprise-microservice,2048,250,50000,0.5,500,0.004408,0.14811,-0.143702,1
enterprise-microservice,2048,250,50000,0.5,2000,0.004343,0.14811,-0.14376699999999998,1
enterprise-microservice,2048,250,50000,0.5,5000,0.004523,0.14811,-0.143587,1
enterprise-microservice,2048,250,50000,2.0,500,0.004382,0.14811,-0.143728,1
enterprise-microservice,2048,250,50000,2.0,2000,0.004213,0.14811,-0.143897,1
enterprise-microservice,2048,250,50000,2.0,5000,0.004418,0.14811,-0.143692,1
enterprise-microservice,2048,250,50000,4.0,500,0.004741,0.14811,-0.143369,1
enterprise-microservice,2048,250,50000,4.0,2000,0.00396,0.14811,-0.14415,1
enterprise-microservice,2048,250,50000,4.0,5000,0.004754,0.14811,-0.14335599999999998,1
enterprise-microservice,2048,250,100000,0.5,500,0.008807,0.14811,-0.13930299999999998,1
enterprise-microservice,2048,250,100000,0.5,2000,0.008635,0.14811,-0.139475,1
enterprise-microservice,2048,250,100000,0.5,5000,0.008668,0.14811,-0.13944199999999998,1
enterprise-microservice,2048,250,100000,2.0,500,0.008508,0.14811,-0.139602,1
enterprise-microservice,2048,250,100000,2.0,2000,0.008323,0.14811,-0.139787,1
enterprise-microservice,2048,250,100000,2.0,5000,0.008206,0.14811,-0.139904,1
enterprise-microservice,2048,250,100000,4.0,500,0.008241,0.14811,-0.139869,1
enterprise-microservice,2048,250,100000,4.0,2000,0.008142,0.14811,-0.13996799999999998,1
enterprise-microservice,2048,250,100000,4.0,5000,0.008447,0.14811,-0.13966299999999998,1
event-driven-api,512,50,1000,0.5,500,7.6e-05,0.037028,-0.036952,1
event-driven-api,512,50,1000,0.5,2000,8e-05,0.037028,-0.036948,1
event-driven-api,512,50,1000,0.5,5000,8.1e-05,0.037028,-0.036947,1
event-driven-api,512,50,1000,2.0,500,0.000123,0.037028,-0.036905,1
event-driven-api,512,50,1000,2.0,2000,0.000122,0.037028,-0.036906,1
event-driven-api,512,50,1000,2.0,5000,0.000132,0.037028,-0.036896,1
event-driven-api,512,50,1000,4.0,500,0.0001,0.037028,-0.036927999999999996,1
event-driven-api,512,50,1000,4.0,2000,8.2e-05,0.037028,-0.036946,1
event-driven-api,512,50,1000,4.0,5000,0.000207,0.037028,-0.036821,1
event-driven-api,512,50,10000,0.5,500,0.000494,0.037028,-0.036534,1
event-driven-api,512,50,10000,0.5,2000,0.000482,0.037028,-0.036545999999999995,1
event-driven-api,512,50,10000,0.5,5000,0.000492,0.037028,-0.036536,1
event-driven-api,512,50,10000,2.0,500,0.000479,0.037028,-0.036549,1
event-driven-api,512,50,10000,2.0,2000,0.00051,0.037028,-0.036517999999999995,1
event-driven-api,512,50,10000,2.0,5000,0.000444,0.037028,-0.036584,1
event-driven-api,512,50,10000,4.0,500,0.000645,0.037028,-0.036383,1
event-driven-api,512,50,10000,4.0,2000,0.000524,0.037028,-0.036504,1
event-driven-api,512,50,10000,4.0,5000,0.000601,0.037028,-0.036427,1
event-driven-api,512,50,50000,0.5,500,0.002263,0.037028,-0.034765,1
event-driven-api,512,50,50000,0.5,2000,0.002283,0.037028,-0.034745,1
event-driven-api,512,50,50000,0.5,5000,0.002296,0.037028,-0.034732,1
event-driven-api,512,50,50000,2.0,500,0.002224,0.037028,-0.034804,1
event-driven-api,512,50,50000,2.0,2000,0.0023,0.037028,-0.034727999999999995,1
event-driven-api,512,50,50000,2.0,5000,0.002348,0.037028,-0.034679999999999996,1
event-driven-api,512,50,50000,4.0,500,0.002063,0.037028,-0.034964999999999996,1
event-driven-api,512,50,50000,4.0,2000,0.002242,0.037028,-0.034786,1
event-driven-api,512,50,50000,4.0,5000,0.002419,0.037028,-0.034609,1
event-driven-api,512,50,100000,0.5,500,0.0045,0.037028,-0.032528,1
event-driven-api,512,50,100000,0.5,2000,0.004529,0.037028,-0.032499,1
event-driven-api,512,50,100000,0.5,5000,0.00447,0.037028,-0.032558,1
event-driven-api,512,50,100000,2.0,500,0.004454,0.037028,-0.032574,1
event-driven-api,512,50,100000,2.0,2000,0.004368,0.037028,-0.032659999999999995,1
event-driven-api,512,50,100000,2.0,5000,0.004353,0.037028,-0.032674999999999996,1
event-driven-api,512,50,100000,4.0,500,0.004082,0.037028,-0.032945999999999996,1
event-driven-api,512,50,100000,4.0,2000,0.004259,0.037028,-0.032769,1
event-driven-api,512,50,100000,4.0,5000,0.004621,0.037028,-0.032407,1
event-driven-api,512,250,1000,0.5,500,8e-05,0.037028,-0.036948,1
event-driven-api,512,250,1000,0.5,2000,9.2e-05,0.037028,-0.036936,1
event-driven-api,512,250,1000,0.5,5000,7.4e-05,0.037028,-0.036954,1
event-driven-api,512,250,1000,2.0,500,0.000115,0.037028,-0.036913,1
event-driven-api,512,250,1000,2.0,2000,0.000124,0.037028,-0.036904,1
event-driven-api,512,250,1000,2.0,5000,0.000133,0.037028,-0.036895,1
event-driven-api,512,250,1000,4.0,500,0.000144,0.037028,-0.036884,1
event-driven-api,512,250,1000,4.0,2000,0.000123,0.037028,-0.036905,1
event-driven-api,512,250,1000,4.0,5000,0.00011,0.037028,-0.036918,1
event-driven-api,512,250,10000,0.5,500,0.000499,0.037028,-0.036529,1
event-driven-api,512,250,10000,0.5,2000,0.000502,0.037028,-0.036525999999999996,1
event-driven-api,512,250,10000,0.5,5000,0.0005,0.037028,-0.036528,1
event-driven-api,512,250,10000,2.0,500,0.000464,0.037028,-0.036564,1
event-driven-api,512,250,10000,2.0,2000,0.000554,0.037028,-0.036474,1
event-driven-api,512,250,10000,2.0,5000,0.000429,0.037028,-0.036599,1
event-driven-api,512,250,10000,4.0,500,0.000511,0.037028,-0.036517,1
event-driven-api,512,250,10000,4.0,2000,0.000542,0.037028,-0.036486,1
event-driven-api,512,250,10000,4.0,5000,0.000449,0.037028,-0.036579,1
event-driven-api,512,250,50000,0.5,500,0.002291,0.037028,-0.034737,1
event-driven-api,512,250,50000,0.5,2000,0.002255,0.037028,-0.034773,1
event-driven-api,512,250,50000,0.5,5000,0.002289,0.037028,-0.034739,1
event-driven-api,512,250,50000,2.0,500,0.002355,0.037028,-0.034672999999999995,1
event-driven-api,512,250,50000,2.0,2000,0.002442,0.037028,-0.034586,1
event-driven-api,512,250,50000,2.0,5000,0.002337,0.037028,-0.034691,1
event-driven-api,512,250,50000,4.0,500,0.002059,0.037028,-0.034969,1
event-driven-api,512,250,50000,4.0,2000,0.002173,0.037028,-0.034855,1
event-driven-api,512,250,50000,4.0,5000,0.002328,0.037028,-0.034699999999999995,1
event-driven-api,512,250,100000,0.5,500,0.004586,0.037028,-0.032442,1
event-driven-api,512,250,100000,0.5,2000,0.004472,0.037028,-0.032556,1
event-driven-api,512,250,100000,0.5,5000,0.004512,0.037028,-0.032515999999999996,1
event-driven-api,512,250,100000,2.0,500,0.004638,0.037028,-0.03239,1
event-driven-api,512,250,100000,2.0,2000,0.004573,0.037028,-0.032455,1
event-driven-api,512,250,100000,2.0,5000,0.004527,0.037028,-0.032501,1
event-driven-api,512,250,100000,4.0,500,0.004729,0.037028,-0.032299,1
event-driven-api,512,250,100000,4.0,2000,0.004507,0.037028,-0.032521,1
event-driven-api,512,250,100000,4.0,5000,0.004217,0.037028,-0.032811,1
event-driven-api,2048,250,1000,0.5,500,0.000239,0.14811,-0.147871,1
event-driven-api,2048,250,1000,0.5,2000,0.000243,0.14811,-0.147867,1
event-driven-api,2048,250,1000,0.5,5000,0.000237,0.14811,-0.147873,1
event-driven-api,2048,250,1000,2.0,500,0.000519,0.14811,-0.147591,1
event-driven-api,2048,250,1000,2.0,2000,0.000444,0.14811,-0.147666,1
event-driven-api,2048,250,1000,2.0,5000,0.000462,0.14811,-0.147648,1
event-driven-api,2048,250,1000,4.0,500,0.000312,0.14811,-0.14779799999999998,1
event-driven-api,2048,250,1000,4.0,2000,0.00059,0.14811,-0.14751999999999998,1
event-driven-api,2048,250,1000,4.0,5000,0.000257,0.14811,-0.14785299999999998,1
event-driven-api,2048,250,10000,0.5,500,0.00164,0.14811,-0.14647,1
event-driven-api,2048,250,10000,0.5,2000,0.001636,0.14811,-0.146474,1
event-driven-api,2048,250,10000,0.5,5000,0.00159,0.14811,-0.14651999999999998,1
event-driven-api,2048,250,10000,2.0,500,0.001491,0.14811,-0.146619,1
event-driven-api,2048,250,10000,2.0,2000,0.001742,0.14811,-0.146368,1
event-driven-api,2048,250,10000,2.0,5000,0.00165,0.14811,-0.14645999999999998,1
event-driven-api,2048,250,10000,4.0,500,0.001523,0.14811,-0.146587,1
event-driven-api,2048,250,10000,4.0,2000,0.001919,0.14811,-0.146191,1
event-driven-api,2048,250,10000,4.0,5000,0.00149,0.14811,-0.14662,1
event-driven-api,2048,250,50000,0.5,500,0.007241,0.14811,-0.140869,1
event-driven-api,2048,250,50000,0.5,2000,0.00718,0.14811,-0.14093,1
event-driven-api,2048,250,50000,0.5,5000,0.007348,0.14811,-0.140762,1
event-driven-api,2048,250,50000,2.0,500,0.007082,0.14811,-0.141028,1
event-driven-api,2048,250,50000,2.0,2000,0.007525,0.14811,-0.140585,1
event-driven-api,2048,250,50000,2.0,5000,0.007145,0.14811,-0.14096499999999998,1
event-driven-api,2048,250,50000,4.0,500,0.006713,0.14811,-0.141397,1
event-driven-api,2048,250,50000,4.0,2000,0.007559,0.14811,-0.14055099999999998,1
event-driven-api,2048,250,50000,4.0,5000,0.006971,0.14811,-0.141139,1
event-driven-api,2048,250,100000,0.5,500,0.014317,0.14811,-0.133793,1
event-driven-api,2048,250,100000,0.5,2000,0.014358,0.14811,-0.13375199999999998,1
event-driven-api,2048,250,100000,0.5,5000,0.014343,0.14811,-0.133767,1
event-driven-api,2048,250,100000,2.0,500,0.01419,0.14811,-0.13391999999999998,1
event-driven-api,2048,250,100000,2.0,2000,0.014485,0.14811,-0.133625,1
event-driven-api,2048,250,100000,2.0,5000,0.013226,0.14811,-0.134884,1
event-driven-api,2048,250,100000,4.0,500,0.012889,0.14811,-0.13522099999999998,1
event-driven-api,2048,250,100000,4.0,2000,0.013867,0.14811,-0.134243,1
event-driven-api,2048,250,100000,4.0,5000,0.013666,0.14811,-0.13444399999999998,1
ml-inference,2048,250,1000,0.5,500,0.000483,0.14811,-0.14762699999999998,1
ml-inference,2048,250,1000,0.5,2000,0.000506,0.14811,-0.14760399999999999,1
ml-inference,2048,250,1000,0.5,5000,0.000514,0.14811,-0.147596,1
ml-inference,2048,250,1000,2.0,500,0.001277,0.14811,-0.146833,1
ml-inference,2048,250,1000,2.0,2000,0.001936,0.14811,-0.146174,1
ml-inference,2048,250,1000,2.0,5000,0.001594,0.14811,-0.14651599999999998,1
ml-inference,2048,250,1000,4.0,500,0.000979,0.14811,-0.14713099999999998,1
ml-inference,2048,250,1000,4.0,2000,0.00133,0.14811,-0.14678,1
ml-inference,2048,250,1000,4.0,5000,0.001375,0.14811,-0.146735,1
ml-inference,2048,250,10000,0.5,500,0.002833,0.14811,-0.145277,1
ml-inference,2048,250,10000,0.5,2000,0.002557,0.14811,-0.145553,1
ml-inference,2048,250,10000,0.5,5000,0.00271,0.14811,-0.1454,1
ml-inference,2048,250,10000,2.0,500,0.003032,0.14811,-0.14507799999999998,1
ml-inference,2048,250,10000,2.0,2000,0.002563,0.14811,-0.14554699999999998,1
ml-inference,2048,250,10000,2.0,5000,0.002942,0.14811,-0.145168,1
ml-inference,2048,250,10000,4.0,500,0.003089,0.14811,-0.14502099999999998,1
ml-inference,2048,250,10000,4.0,2000,0.003191,0.14811,-0.144919,1
ml-inference,2048,250,10000,4.0,5000,0.003011,0.14811,-0.14509899999999998,1
ml-inference,2048,250,50000,0.5,500,0.012002,0.14811,-0.13610799999999998,1
